Ticker;Nom;SUB_IND_GICS;IND_GICS;REGION_NAME;CUR_MKT_CAP;CURR_ENTP_VAL;NET_INCOME_FIRM;SALES_REV_TURN;NET_REV;GROSS_PROFIT;EBIT;EBITDA;NET_DEBT;CURRENT_EV_TO_T12M_EBIT;CURRENT_EV_TO_T12M_EBITDA;PX_TO_SALES_RATIO;TRAIL_12M_NET_SALES;CURRENT_EV_TO_12M_SALES;PE_RATIO;NUM_OF_EMPLOYEES;SUSTAIN_GROWTH_RT;PROF_MARGIN;;Datetime of data import
D UN Equity;Dominion Energy Inc;Multi-Utilities;Utilities;United States;66045602714;110244,6027;4456,25113;13964;#N/A N/A;10443;3019;5853;40806;36,26056401;18,83557197;4,716414229;13964;7,894915691;22,44968626;17100;4,997565261;23,54626182;;
DOV UN Equity;Dover Corp;Industrial Machinery;Industrials;United States;22064844154;24990,53215;1209,112823;7907,081;#N/A N/A;2969,786;1281,508;1626,028;2925,688;19,42713013;15,36906631;2,787994712;7907,081;3,160525629;21,88116261;25000;23,78181682;14,21280495;;
DUK UN Equity;Duke Energy Corp;Electric Utilities;Utilities;United States;82013850000;154023,85;6071,698193;25097;#N/A N/A;18137;5373;11286;68208;28,40194291;13,64733741;3,267874693;25097;6,137141889;19,12355511;27605;-0,393299108;15,57158226;;
ETN UN Equity;Eaton Corp PLC;Electrical Components & Equipment;Industrials;United States;59719718151;68225,71815;2250,707182;19628;#N/A N/A;6335;3080;4000;8468;22,16560044;17,05642954;3,036181297;19628;3,475938361;26,11257211;86000;6,15356803;10,92317098;;
ECL UN Equity;Ecolab Inc;Specialty Chemicals;Materials;United States;47474583472;56299,48347;1316,441083;12733,1;#N/A N/A;5117,3;1598,6;2441,7;8796;35,21799291;23,05749415;3,722424493;12733,1;4,421506426;37,26950189;47000;8,678076779;8,873722817;;
UIHC UR Equity;United Insurance Holdings Corp;Property & Casualty Insurance;Financials;United States;155049330,2;121,0713302;#N/A N/A;634,527;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-53,529;#N/A N/A;#N/A N/A;0,241975882;634,527;0,19080564;#N/A N/A;478;#N/A N/A;-9,127901571;;
PKI UN Equity;PerkinElmer Inc;Life Sciences Tools & Services;Health Care;United States;21005203437;25543,71444;1018,425896;5067,169;#N/A N/A;2851,3;1332,378;1745,021;4538,511;19,09437556;14,63805561;3,818845984;5067,169;5,041022795;18,09194031;16700;16,29190265;18,6130954;;
EMR UN Equity;Emerson Electric Co;Electrical Components & Equipment;Industrials;United States;55028160000;59100,16;2435,651786;18236;#N/A N/A;7563;3066;4230;4879;16,07730141;12,7591019;2,987893533;18548;3,186335993;19,34094223;86700;18,91335312;12,62886598;;
EOG UN Equity;EOG Resources Inc;Oil & Gas Exploration & Production;Energy;United States;68104209195;68802,20919;4803,927861;19139;#N/A N/A;11884;6102;10048;698;11,22749379;6,847353622;3,529059868;19139;3,594869596;13,31054687;2800;4,283666514;24,36908929;;
ETR UN Equity;Entergy Corp;Electric Utilities;Utilities;United States;22381769459;49520,60846;1831,483695;11742,896;#N/A N/A;8013,123;1845,626;4157,637;26851,319;26,72354895;11,91075807;1,886327174;11742,896;4,217069491;12,36730838;12369;2,140894802;9,526772612;;
EFX UN Equity;Equifax Inc;Research & Consulting Services;Industrials;United States;27726634187;32813,63419;859,0141593;4923,9;#N/A N/A;2943;1138;1627,6;5070,2;28,83447644;20,16074846;5,621394869;4923,9;6,664155281;34,50283851;13000;13,45218887;15,11403562;;
DMS UN Equity;Digital Media Solutions Inc;Advertising;Communication Services;United States;185671959;365,521959;#N/A N/A;332,856;#N/A N/A;98,125;12,351;30,305;173,761;38,11093306;10,78649509;0,250633525;411,384;0,888517684;3,165371678;400;#N/A N/A;-0,676568847;;
EQT UN Equity;EQT Corp;Oil & Gas Exploration & Production;Energy;United States;9785241991;15225,21699;#N/A N/A;4680,893;#N/A N/A;836,747;-1360,975;335,553;5423,739;#N/A N/A;45,37350878;1,788304091;4680,893;3,252630853;39,85254981;693;-11,98623764;-24,69099379;;
FDX UN Equity;FedEx Corp;Air Freight & Logistics;Industrials;United States;56332482109;86328,48211;5852,543752;83959;#N/A N/A;17954;5857;12498;29375;14,89192377;8,905351982;0,633238162;89552;0,964003954;12,02639664;228000;17,31278872;6,230421992;;
M UN Equity;Macy's Inc;Department Stores;Consumer Discretionary;United States;7058536000;11739,536;#N/A N/A;25292;#N/A N/A;10336;2350;3224;4681;4,588790588;3,641295285;0,291355508;25291;0,464160051;4,711679811;75711;43,37751855;5,653961727;;
FMC UN Equity;FMC Corp;Fertilizers & Agricultural Chemicals;Materials;United States;15875119658;18713,71966;854,1643768;5045,2;#N/A N/A;2171,7;1044,9;1249,7;2819,2;17,79083605;14,97456962;3,206512655;5045,2;3,709212649;17,56564145;6400;17,35463489;14,59803377;;
F UN Equity;Ford Motor Co;Automobile Manufacturers;Consumer Discretionary;United States;63527387412;47548,38741;#N/A N/A;136341;#N/A N/A;16438;4523;12269;-16082;10,51257736;3,875490049;0,464399447;136341;0,348746066;9,968664382;183000;40,18657476;13,15598389;;
LNTH UQ Equity;Lantheus Holdings Inc;Health Care Supplies;Health Care;United States;3415451868;3510,542868;#N/A N/A;425,208;#N/A N/A;187,695;-60,825;-16,225;95,091;#N/A N/A;#N/A N/A;8,003147623;425,208;8,256060253;#N/A N/A;588;#N/A N/A;-16,76332524;;
NEE UN Equity;NextEra Energy Inc;Electric Utilities;Utilities;United States;1,56215E+11;218869,8744;4703,8;17069;#N/A N/A;12542;2913;7125;54188;74,62847808;30,71857886;9,167186936;17069;12,82265361;32,42900835;13900;3,571878416;20,93268498;;
BEN UN Equity;Franklin Resources Inc;Asset Management & Custody Banks;Financials;United States;13557358422;19069,05842;#N/A N/A;8425,5;8425,5;#N/A N/A;1875;2380,6;3231;9,423333871;7,904272921;1,527422262;8654,4;2,203394623;6,200845382;10300;11,69553873;21,73402172;;
HASI UN Equity;Hannon Armstrong Sustainable Infrastruct;Mortgage REITs;Financials;United States;3855256476;6143,779476;#N/A N/A;213,166;213,166;#N/A N/A;139,788;154,905;2266,726;43,95069302;39,66159566;16,89243376;213,166;28,82157322;26,84914026;97;4,837257441;59,38048282;;
FCX UN Equity;Freeport-McMoRan Inc;Copper;Materials;United States;66017964276;76757,96428;4727,29782;22845;#N/A N/A;8815;8366;10406;1701;9,162409238;7,37631792;2,921008548;22845;3,359945908;15,22863798;24700;28,48817885;18,84876341;;
ATCX UQ Equity;Atlas Technical Consultants Inc;Research & Consulting Services;Industrials;United States;423969200,1;884,6832001;#N/A N/A;468,217;#N/A N/A;222,503;-2,256;23,801;264,958;38,85472353;17,75509664;0,329647012;519,264;1,703725273;4,559869361;3200;#N/A N/A;-2,368346301;;
TGNA UN Equity;TEGNA Inc;Broadcasting;Communication Services;United States;4960361988;8252,308988;621,6192589;2991,093;#N/A N/A;1392,334;802,216;947,868;3275,818;10,22058535;8,706179539;1,657035809;2991,093;2,758961018;10,41020069;6200;17,44917488;15,94584321;;
GPS UN Equity;Gap Inc/The;Apparel Retail;Consumer Discretionary;United States;5268719773;10642,71977;#N/A N/A;16670;#N/A N/A;6637;810;1314;5374;9,563584073;8,099482323;0,317988715;16670;0,638435499;9,47253847;129000;#N/A N/A;1,535692861;;
VALU UR Equity;Value Line Inc;Financial Exchanges & Data;Financials;United States;570539232;526,243232;#N/A N/A;40,392;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;14,3132301;39,993;13,15838352;26,06319025;#N/A N/A;30,47211164;57,63517528;;
GD UN Equity;General Dynamics Corp;Aerospace & Defense;Industrials;United States;64903568847;76475,56885;3619,449522;38469;#N/A N/A;6408;4163;5358;11572;18,18980257;14,27315581;1,70331139;38469;1,987979122;20,23549794;103100;12,73890735;8,466557488;;
GIS UN Equity;General Mills Inc;Packaged Foods & Meats;Consumer Staples;United States;38128695507;50621,79551;2673,33535;18127;#N/A N/A;6448,3;3144,8;3878,8;11501,2;16,7682916;14,01489355;2,077304057;18607,5;2,720504931;16,88764044;35000;11,88644509;12,90781707;;
CELH UR Equity;Celsius Holdings Inc;Soft Drinks;Consumer Staples;United States;3280646061;3265,763506;8,965644486;314,271559;#N/A N/A;128,168524;-4,089516;-2,829631;-14,882555;#N/A N/A;#N/A N/A;10,31890593;314,271559;10,39153373;182,4999968;154;11,96994613;1,252825427;;
BFLY UN Equity;Butterfly Network Inc;Health Care Equipment;Health Care;United States;750036039,1;356,2760391;#N/A N/A;62,565;#N/A N/A;17,054;-192,728;-187,711;-393,76;#N/A N/A;#N/A N/A;10,12421634;62,564;5,694494351;#N/A N/A;#N/A N/A;#N/A N/A;-51,80052745;;
GPC UN Equity;Genuine Parts Co;Distributors;Consumer Discretionary;United States;17511946860;20288,90686;945,3264141;18870,51;#N/A N/A;6634,136;1162,92;1790,119;2764,412;17,12812835;11,33383136;0,93762738;18870,51;1,075164734;17,82730086;50000;14,68695282;4,762934335;;
GWW UN Equity;WW Grainger Inc;Trading Companies & Distributors;Industrials;United States;24707091130;27514,09113;1108,264646;13022;#N/A N/A;4720;1547;1806;2521;17,75667488;15,23482344;1,927159945;13022;2,112892884;24,47836656;24200;36,81284138;8,009522347;;
HAL UN Equity;Halliburton Co;Oil & Gas Equipment & Services;Energy;United States;32663074643;39964,07464;#N/A N/A;15295;#N/A N/A;2016;1800;2974;7286;21,58699826;13,43781932;2,120996595;15295;2,612884906;34,941943;40000;23,71363086;9,525988885;;
HOG UN Equity;Harley-Davidson Inc;Motorcycle Manufacturers;Consumer Discretionary;United States;5905936277;11186,04328;674,5987486;5336,308;#N/A N/A;1875,028;823,439;1009,124;5280,107;13,56975444;11,08490461;1,105664537;5336,308;2,096213951;8,67927983;5800;-2,135495391;12,18115596;;
LHX UN Equity;L3Harris Technologies Inc;Aerospace & Defense;Industrials;United States;48168419601;55271,4196;2075,265002;17814;#N/A N/A;5376;2109;3248;6997;25,81631169;17,01706269;2,818687179;17814;3,10269561;24,80949885;47000;5,443556122;10,36263613;;
PEAK UN Equity;Healthpeak Properties Inc;Health Care REITs;Real Estate;United States;17538170210;24385,05321;#N/A N/A;1896,184;#N/A N/A;#N/A N/A;315,315;1017,803;6216,249;77,3355318;23,95851968;9,242793535;1896,184;12,86006696;#N/A N/A;196;-41,56959282;26,66091476;;
HP UN Equity;Helmerich & Payne Inc;Oil & Gas Drilling;Energy;United States;4376332675;4477,304675;#N/A N/A;1218,568;#N/A N/A;-158,896;-428,549;4,863;-40,263;#N/A N/A;126,6027053;3,235403587;1381,973;3,239791714;#N/A N/A;5932;#N/A N/A;-26,76502255;;
HSY UN Equity;Hershey Co/The;Packaged Foods & Meats;Consumer Staples;United States;42458382130;47505,20113;1584,642839;8971,337;#N/A N/A;4048,598;2043,722;2403,168;5046,819;23,14516249;19,76774039;4,766678914;8971,337;5,295219779;28,95978082;16620;26,40694559;16,4692509;;
HRL UN Equity;Hormel Foods Corp;Packaged Foods & Meats;Consumer Staples;United States;27364329998;29841,417;943,8000858;11386,189;#N/A N/A;1927,906;1122,599;1372,998;2817,32;25,4130636;21,07596522;2,273031297;11969,4;2,493142263;28,0876558;20000;5,577253812;7,981941983;;
CNP UN Equity;CenterPoint Energy Inc;Multi-Utilities;Utilities;United States;17882174654;34032,17465;1940,205656;8352;#N/A N/A;6017;1363;2687;15350;24,95297303;12,66549113;1,985482888;8352;4,074733555;24,72281456;9418;#N/A N/A;17,79214559;;
HUM UN Equity;Humana Inc;Managed Health Care;Health Care;United States;54853225017;51110,22502;3211,859273;83064;#N/A N/A;13865;3148;3861;-3766;16,23577669;13,23756152;0,670503838;83064;0,615311387;16,31938192;95500;#N/A N/A;3,531012232;;
ITW UN Equity;Illinois Tool Works Inc;Industrial Machinery;Industrials;United States;64685127561;71040,12756;2857,616356;14455;#N/A N/A;5966;3477;3958;6354;20,40924472;17,94849105;4,50580877;14455;4,91457126;25,78149337;45000;29,50830114;18,63714978;;
CURV UN Equity;Torrid Holdings Inc;Apparel Retail;Consumer Discretionary;United States;820184029,2;1364,673029;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-0,005;#N/A N/A;-0,00001;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
TT UN Equity;Trane Technologies PLC;Building Products;Industrials;Ireland;35152153457;38295,55346;1613,575708;14136,4;#N/A N/A;4469,6;2023,3;2491;3126,2;18,83535563;15,37356622;2,550594181;14136,4;2,709003244;25,01587246;37000;12,8891882;10,06904162;;
IPG UN Equity;Interpublic Group of Cos Inc/The;Advertising;Communication Services;United States;13512826628;15120,22663;1090,234686;10240,7;#N/A N/A;9107,9;1436,2;2004,9;1528,6;10,0972496;7,541636305;1,316526311;10240,7;1,4764837;14,11847385;55600;20,78843088;9,304051481;;
IFF UN Equity;International Flavors & Fragrances Inc;Specialty Chemicals;Materials;United States;30187777372;41810,77737;497,7711864;11656;#N/A N/A;3735;585;1909;11483;69,70789201;21,90192633;2,464022787;11656;3,587060516;45,67364241;24000;-15,45495694;2,316403569;;
J UN Equity;Jacobs Engineering Group Inc;Research & Consulting Services;Industrials;United States;16420857601;19839,2006;521,0200664;14092,632;#N/A N/A;3043,772;688,089;1086,556;2809,912;30,45236883;18,40760439;1,172785879;14091,421;1,407892121;20,6823216;55000;4,529037948;3,384960311;;
CSTE UW Equity;Caesarstone Ltd;Building Products;Industrials;Israel;389875753,7;460,8327537;25,80996945;643,892;#N/A N/A;171,498;27,429;62,836;76,544;14,57826282;7,333897029;0,605775017;643,892;0,715698834;19,06831357;1999;3,82702188;2,945525026;;
K UN Equity;Kellogg Co;Packaged Foods & Meats;Consumer Staples;United States;20572660524;28510,66052;1657,234995;14181;#N/A N/A;4560;1752;2358;7443;16,11734724;12,091035;1,455290552;14182;2,010483078;15,19118578;31000;23,66308798;10,49291305;;
KMB UN Equity;Kimberly-Clark Corp;Household Products;Consumer Staples;United States;40603239194;49653,23919;2014,88809;19440;#N/A N/A;5988;2561;3499;8827;19,2664629;14,19069425;2,09070057;19440;2,554178971;19,16014038;45000;-23,48296061;9,33127572;;
KIM UN Equity;Kimco Realty Corp;Retail REITs;Real Estate;United States;14486730743;22465,32174;#N/A N/A;1364,585;#N/A N/A;#N/A N/A;393,445;800,402;7264,818;56,0595698;28,06754824;8,726503657;1364,585;16,46311644;36,65661656;606;-4,431600024;61,8546298;;
KSS UN Equity;Kohl's Corp;Department Stores;Consumer Discretionary;United States;7645343981;12843,34398;#N/A N/A;19433;#N/A N/A;7996;1680;2518;5198;6,961162049;5,100613178;0,407805822;19433;0,660903822;7,436434473;36000;14,76742841;4,826840941;;
KR UN Equity;Kroger Co/The;Food Retail;Consumer Staples;United States;40740510801;60869,5108;2118,8157;137888;#N/A N/A;30349;3477;6301;20129;16,34080827;9,660293731;0,298850105;137888;0,441441683;15,18391274;465000;12,6875282;1,200249478;;
LEG UN Equity;Leggett & Platt Inc;Home Furnishings;Consumer Discretionary;United States;4800171432;6730,571432;461,3904233;5072,6;#N/A N/A;1038,3;596;833,4;1929,8;11,20106015;8,076039635;0,964431401;5072,6;1,326848447;12,91423401;20300;11,95931013;7,932815519;;
LEN UN Equity;Lennar Corp;Homebuilding;Consumer Discretionary;United States;24002603074;27802,59307;4445,536832;27130,676;#N/A N/A;7364,291;5109,388;5280,333;3620,133;5,437206165;5,265310554;0,940481382;27130,676;1,024765954;5,826802804;10753;21,11400914;16,3287896;;
JEF UN Equity;Jefferies Financial Group Inc;Investment Banking & Brokerage;Financials;United States;7810767246;6105,426246;2367,623707;8096,547;#N/A N/A;7625,677;2336,826;2560,505;-1881,626;2,594468487;2,384461755;1,053718984;8096,547;0,754077787;5,248250892;4508;13,40199255;20,67982808;;
GRC UN Equity;Gorman-Rupp Co/The;Industrial Machinery;Industrials;United States;922418297,6;799,1942976;29,85180141;378,316;#N/A N/A;95,897;39,356;51,72;-123,224;20,28953921;15,45232594;2,44149628;378,316;2,112504619;31,02631485;1150;2,976138365;7,890493661;;
LLY UN Equity;Eli Lilly & Co;Pharmaceuticals;Health Care;United States;2,558E+11;268952,138;5889,824711;28318,4;#N/A N/A;21005,6;6357,1;7904,7;12976,1;42,30736311;34,02433211;8,613826378;28318,4;9,497434108;34,29880852;35000;42,15434895;19,71050624;;
MCFT UQ Equity;MasterCraft Boat Holdings Inc;Leisure Products;Consumer Discretionary;United States;467449564,5;527,5135645;58,8225678;525,808;#N/A N/A;129,971;75,953;87,583;53,891;6,577393855;5,682760022;0,782903669;606,861;0,869249407;7,703547399;1500;61,09136163;10,68260658;;
BBWI UN Equity;Bath & Body Works Inc;Specialty Stores;Consumer Discretionary;United States;12074319271;16107,91327;1626,607801;7881,513;#N/A N/A;3855,352;2009,123;2214,296;4033,594;7,318206144;7,274507686;1,145130733;11050,403;2,043759018;8,22484181;22400;#N/A N/A;16,91908647;;
LNC UN Equity;Lincoln National Corp;Life & Health Insurance;Financials;United States;10740479712;14753,47971;1636,593407;19230;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4013;7,732431715;#N/A N/A;0,606636977;19230;0,767211634;8,379715595;10966;4,220816999;7,306292252;;
L UN Equity;Loews Corp;Property & Casualty Insurance;Financials;United States;15356285148;25506,28515;1908,92209;14657;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;8821;9,787523081;#N/A N/A;1,096848784;14657;1,740211854;15,00674392;10340;8,432147524;10,7661868;;
LOW UN Equity;Lowe's Cos Inc;Home Improvement Retail;Consumer Discretionary;United States;1,50583E+11;178562,5;6492,464789;96250;#N/A N/A;32056;12093;13975;27980;14,5584959;12,77728086;1,628126679;96249;1,855194805;18,71460514;300000;#N/A N/A;8,770909091;;
ORCL UN Equity;Oracle Corp;Systems Software;Information Technology;United States;2,06088E+11;261597,4467;#N/A N/A;40479;#N/A N/A;32624;15213;18770;40455;23,85532069;18,6735275;5,068352122;41828;6,254122757;18,90825576;132000;#N/A N/A;33,95834877;;
MAXR UN Equity;Maxar Technologies Inc;Aerospace & Defense;Industrials;United States;2274532104;4499,532104;#N/A N/A;1770;#N/A N/A;786;176;510;2224;23,91739722;8,822611969;1,247181236;1770;2,542108533;23,94800108;4400;3,79877664;2,598870056;;
PANW UW Equity;Palo Alto Networks Inc;Systems Software;Information Technology;United States;51626503655;52242,50365;#N/A N/A;4256,1;#N/A N/A;2981,2;-304,1;15,6;704,1;#N/A N/A;#N/A N/A;10,52251868;4857,5;10,75501877;#N/A N/A;10473;#N/A N/A;-11,72199901;;
TRDA UQ Equity;Entrada Therapeutics Inc;Biotechnology;Health Care;United States;277794418,4;360,2494184;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-26,667;-26,341;-39,045;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
BTX UQ Equity;Brooklyn ImmunoTherapeutics Inc;Biotechnology;Health Care;United States;92474447,86;71,32218986;#N/A N/A;5,8;#N/A N/A;2,893;-6,309;-4,276;1,313;#N/A N/A;#N/A N/A;2,234468049;1,175;60,69973605;#N/A N/A;22;#N/A N/A;-76,12068966;;
AURA UQ Equity;Aura Biosciences Inc;N/A;N/A;United States;569897811;745,632811;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-22,206;-21,375;-17,393;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
MMC UN Equity;Marsh & McLennan Cos Inc;Insurance Brokers;Financials;United States;75711476071;87334,47607;3477,89924;19820;#N/A N/A;#N/A N/A;4312;5413;11410;19,97174875;16,13420951;3,850224471;19820;4,406381235;23,80605665;83000;20,75880837;15,85771948;;
AIRS UQ Equity;AirSculpt Technologies Inc;Health Care Services;Health Care;United States;676027871,1;751,2638711;15,29119191;133,315;#N/A N/A;88,779;16,45;23,047;75,236;45,66953624;32,59703524;#N/A N/A;#N/A N/A;5,635253881;#N/A N/A;#N/A N/A;#N/A N/A;7,914338222;;
MAS UN Equity;Masco Corp;Building Products;Industrials;United States;13044790593;15544,79059;603,1453488;8375;#N/A N/A;2863;1405;1604;2243;11,00157867;9,691265956;1,6221001;8375;1,856094399;14,56504804;20000;#N/A N/A;4,895522388;;
UDMY UW Equity;Udemy Inc;Education Services;Consumer Discretionary;United States;1399175274;901,2682739;#N/A N/A;518,157;#N/A N/A;282,133;-75,407;-60,11;-497,907;#N/A N/A;#N/A N/A;1,068356408;518,157;1,739372958;#N/A N/A;#N/A N/A;#N/A N/A;-14,96187449;;
MAT UW Equity;Mattel Inc;Leisure Products;Consumer Discretionary;United States;7911330614;10108,33861;#N/A N/A;5457,741;#N/A N/A;2626,662;729,562;1046,07;2197,008;13,44433875;9,663156972;1,441317103;5457,751;1,852110354;17,96728058;36300;82,61807174;16,54506874;;
SELB UQ Equity;Selecta Biosciences Inc;Biotechnology;Health Care;United States;186433275;93,659275;#N/A N/A;85,077;#N/A N/A;#N/A N/A;-4,597;-1,322;-92,774;#N/A N/A;#N/A N/A;2,02913128;85,077;1,100876559;#N/A N/A;43;#N/A N/A;-30,19264901;;
SPGI UN Equity;S&P Global Inc;Financial Exchanges & Data;Financials;United States;1,33866E+11;135564,2028;3117,250961;8297;#N/A N/A;6102;4221;4521;-1806;31,94922174;29,98544632;10,96506417;8297;16,33894213;28,1017242;22850;172,638448;36,44690852;;
MDT UN Equity;Medtronic PLC;Health Care Equipment;Health Care;Ireland;1,39681E+11;153786,0592;4468,066752;30117;#N/A N/A;19634;4484;7402;16587;27,03693024;18,32968525;4,40646167;31785;4,838321825;23,06371823;90000;4,07302286;11,97330411;;
CVS UN Equity;CVS Health Corp;Health Care Services;Health Care;United States;1,3633E+11;200110,4579;9807,187524;292111;#N/A N/A;52048;13193;20279;63474;14,21461555;9,867866164;0,468966849;292111;0,685049375;14,40261096;300000;5,408332467;2,707874746;;
